#time,accel_x,accel_y,accel_z
31.817527,3256.906145,-1776.494261,-77375.645298
31.820099,2368.659014,-2516.700203,-77069.207099
31.822670,3404.947333,-5033.400406,-77682.083497
31.825242,6069.688724,-6513.812290,-76762.768900
31.827814,4885.359217,-1924.535449,-77835.302597
31.830385,2812.782580,-1628.453072,-77375.645298
31.832957,2220.617826,1036.288319,-76456.330700
31.835529,1480.411884,-3849.070898,-77835.302597
31.838100,3108.864956,-2664.741391,-76303.111601
31.840672,2960.823768,-3256.906145,-75843.454302
31.843243,6365.771101,-5329.482782,-76915.987999
31.845815,4293.194464,-6217.729913,-77375.645298
31.848387,7994.224174,-7105.977043,-78294.959896
31.850958,7994.224174,-4441.235652,-77069.207099
31.853530,9622.677246,-4589.276840,-77375.645298
31.856102,7254.018232,-3108.864956,-77528.864398
31.858673,3404.947333,-3552.988522,-77528.864398
31.861245,1036.288319,-888.247130,-76915.987999
31.863817,3404.947333,-2516.700203,-78141.740796
31.866388,5329.482782,-3108.864956,-77375.645298
31.868960,3997.112087,-1924.535449,-76456.330700
31.871531,444.123565,1628.453072,-76915.987999
31.874103,740.205942,1776.494261,-76915.987999
31.876675,-592.164754,4737.318029,-77682.083497
31.879248,-3108.864956,1480.411884,-78448.178995
31.881822,740.205942,2960.823768,-76915.987999
31.884395,-148.041188,2664.741391,-76456.330700
31.886968,592.164754,4441.235652,-77375.645298
31.889542,1036.288319,2220.617826,-77835.302597
31.892115,444.123565,1332.370696,-77528.864398
31.894689,-148.041188,-888.247130,-77069.207099
31.897262,-2072.576638,-888.247130,-76762.768900
31.899835,1184.329507,148.041188,-76762.768900
31.902409,1332.370696,4145.153275,-75383.797003
31.904982,444.123565,-1332.370696,-78294.959896
31.907555,-888.247130,148.041188,-77988.521696
31.910129,-740.205942,2368.659014,-76303.111601
31.912702,1036.288319,-296.082377,-76762.768900
31.915276,4293.194464,-3701.029710,-77988.521696
31.917849,1184.329507,1184.329507,-77375.645298
31.920422,1776.494261,2664.741391,-77528.864398
31.922996,1480.411884,4293.194464,-77375.645298
31.925569,740.205942,1036.288319,-78141.740796
31.928143,-296.082377,4589.276840,-75843.454302
31.930716,-2220.617826,2960.823768,-76456.330700
31.933289,-2220.617826,3108.864956,-76762.768900
31.935863,-4293.194464,3404.947333,-77682.083497
31.938436,-5329.482782,5181.441594,-77069.207099
31.941010,-888.247130,740.205942,-77988.521696
31.943583,5033.400406,-1332.370696,-77069.207099
31.946156,1332.370696,592.164754,-76303.111601
31.948730,1480.411884,444.123565,-77988.521696
31.951303,-444.123565,148.041188,-77835.302597
31.953877,2812.782580,-1036.288319,-77069.207099
31.956450,3552.988522,-3108.864956,-77069.207099
31.959023,5625.565159,-5773.606348,-76762.768900
31.961597,5921.647536,-4441.235652,-75996.673402
31.964170,5181.441594,-6365.771101,-77222.426198
31.966744,5477.523971,-5329.482782,-77988.521696
31.969317,5033.400406,-6365.771101,-77682.083497
31.971890,4589.276840,-4737.318029,-76609.549800
31.974464,5033.400406,-5033.400406,-77835.302597
31.977037,5181.441594,-1332.370696,-77528.864398
31.979611,5033.400406,-888.247130,-77222.426198
31.982189,4589.276840,-444.123565,-75996.673402
31.984762,4589.276840,-4885.359217,-78754.617194
31.987335,3256.906145,-1184.329507,-76762.768900
31.989908,4293.194464,-2960.823768,-76609.549800
31.992481,5477.523971,-5477.523971,-78141.740796
31.995054,3404.947333,-3404.947333,-77375.645298
31.997627,1036.288319,-1924.535449,-78141.740796
32.000200,2664.741391,-2220.617826,-77528.864398
32.002774,5181.441594,-1924.535449,-77222.426198
32.005347,4737.318029,-2960.823768,-77069.207099
32.007920,5773.606348,-4885.359217,-77375.645298
32.010493,3552.988522,-3404.947333,-77222.426198
32.013066,5329.482782,-7402.059420,-78601.398095
32.015639,7994.224174,-3256.906145,-76762.768900
32.018212,8586.388927,-5181.441594,-76456.330700
32.020785,9474.636058,-5033.400406,-77069.207099
32.023358,3701.029710,-4293.194464,-77375.645298
32.025931,1184.329507,-1036.288319,-77069.207099
32.028505,3256.906145,-3256.906145,-78141.740796
32.031078,4441.235652,-1332.370696,-77375.645298
32.033651,2812.782580,-1924.535449,-76915.987999
32.036224,-592.164754,-148.041188,-76303.111601
32.038797,1628.453072,0.000000,-77528.864398
32.041370,-1924.535449,2664.741391,-76915.987999
32.043943,-296.082377,2812.782580,-78294.959896
32.046516,444.123565,3997.112087,-77835.302597
32.049089,1332.370696,2960.823768,-76456.330700
32.051662,-1480.411884,3849.070898,-77682.083497
32.054236,-148.041188,1628.453072,-77528.864398
32.056809,0.000000,1776.494261,-77375.645298
32.059382,148.041188,-592.164754,-77528.864398
32.061955,-888.247130,888.247130,-77375.645298
32.064528,-592.164754,888.247130,-76915.987999
32.067101,888.247130,296.082377,-77682.083497
32.069674,-444.123565,2516.700203,-76303.111601
32.072247,-296.082377,-148.041188,-77375.645298
32.074820,740.205942,2516.700203,-77682.083497
32.077393,1480.411884,-3849.070898,-77988.521696
32.079966,2812.782580,740.205942,-76915.987999
32.082540,2072.576638,0.000000,-77528.864398
32.085112,1480.411884,5625.565159,-75690.235202
32.087685,-444.123565,3849.070898,-76762.768900
32.090258,-444.123565,3404.947333,-77682.083497
32.092831,-1924.535449,888.247130,-77375.645298
32.095404,-2072.576638,4293.194464,-76456.330700
32.097976,-4589.276840,3256.906145,-76915.987999
32.100549,-5329.482782,4145.153275,-77682.083497
32.103122,-1924.535449,1924.535449,-77835.302597
32.105695,4441.235652,-1036.288319,-77069.207099
32.108267,0.000000,1776.494261,-75537.016103
32.110840,1776.494261,148.041188,-76915.987999
32.113413,-888.247130,0.000000,-77988.521696
32.115986,3404.947333,-1628.453072,-77222.426198
32.118559,1332.370696,-1036.288319,-77835.302597
32.121131,9474.636058,-4589.276840,-77682.083497
32.123704,6217.729913,-2516.700203,-76762.768900
32.126277,4737.318029,-7550.100608,-77069.207099
32.128850,5477.523971,-5033.400406,-77528.864398
32.131423,6069.688724,-6957.935855,-77528.864398
32.133995,4737.318029,-2220.617826,-76762.768900
32.136568,3997.112087,-5033.400406,-76609.549800
32.139141,4737.318029,-1480.411884,-76915.987999
32.141714,3404.947333,-3108.864956,-77375.645298
32.144286,6365.771101,-2072.576638,-78294.959896
32.146859,7698.141797,-2220.617826,-77528.864398
32.149432,6957.935855,-1184.329507,-77069.207099
32.152005,1924.535449,444.123565,-76303.111601
32.154578,3997.112087,-3404.947333,-76609.549800
32.157150,2960.823768,-888.247130,-78141.740796
32.159723,2516.700203,-2664.741391,-77069.207099
32.162296,2960.823768,-296.082377,-76456.330700
32.164869,2960.823768,-4441.235652,-77222.426198
32.167442,3997.112087,-1332.370696,-75996.673402
32.170014,5033.400406,-5329.482782,-78448.178995
32.172587,7550.100608,-5033.400406,-78294.959896
32.175160,7846.182985,-4737.318029,-78294.959896
32.177733,9918.759623,-6069.688724,-77988.521696
32.180305,8142.265362,-6217.729913,-76762.768900
32.182878,5181.441594,-4441.235652,-75843.454302
32.185451,1480.411884,-740.205942,-77375.645298
32.188022,3108.864956,-3997.112087,-78294.959896
32.190593,4293.194464,-1628.453072,-77375.645298
