#time,accel_x,accel_y,accel_z
171.752958,7402.059420,2960.823768,-77222.426198
171.755534,10214.842000,3849.070898,-75230.577904
171.758110,16136.489536,444.123565,-78448.178995
171.760686,12139.377449,11843.295072,-75077.358804
171.763265,-2368.659014,-4145.153275,-76303.111601
171.765843,-11251.130318,-2664.741391,-75843.454302
171.768421,-13767.830521,-8586.388927,-78601.398095
171.771000,-5033.400406,-10955.047942,-78754.617194
171.773578,1628.453072,-17320.819043,-79061.055394
171.776157,-592.164754,-5329.482782,-76303.111601
171.778735,1480.411884,-12583.501014,-77375.645298
171.781314,-1628.453072,-5773.606348,-76149.892501
171.783892,-6957.935855,-10066.800811,-76303.111601
171.786470,-5625.565159,-7254.018232,-79980.369991
171.789049,-12435.459826,-6069.688724,-79214.274493
171.791627,1480.411884,-2516.700203,-77528.864398
171.794206,8734.430116,5329.482782,-76456.330700
171.796784,18357.107362,1776.494261,-77835.302597
